StudentID,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104
1002107,NG,9.0,5.0,8.0,NG,NG,NG,6.0,9.0,7.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,NG,NG,9.0,NG,NG,7.0,6.0,7.0,9.0,NG,NG,7.0,
1001060,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1000643,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,NG,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000369,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,
1000060,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1001173,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,4.0,7.0,NG,NG,NG,
1000462,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,9.0,NG,NG,10.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1000530,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,10.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001683,NG,7.0,5.0,6.0,NG,NG,NG,5.0,8.0,7.0,NG,NG,NG,7.0,6.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,6.0,6.0,6.0,7.0,NG,NG,5.0,
1001838,NG,8.0,7.0,7.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,7.0,7.0,6.0,NG,6.0,7.0,NG,7.0,NG,NG,6.0,6.0,7.0,7.0,NG,NG,7.0,
1001248,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000684,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1001247,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,NG,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001842,NG,9.0,8.0,7.0,NG,NG,NG,7.0,8.0,8.0,NG,NG,NG,8.0,8.0,6.0,NG,7.0,8.0,NG,7.0,NG,NG,9.0,7.0,7.0,9.0,NG,NG,6.0,
1000914,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,9.0,NG,7.0,NG,NG,NG,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001434,NG,6.0,7.0,7.0,NG,NG,NG,6.0,7.0,7.0,NG,NG,NG,6.0,7.0,6.0,NG,6.0,7.0,NG,7.0,NG,NG,8.0,6.0,7.0,7.0,NG,NG,6.0,
1000152,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,
1001349,NG,8.0,4.0,6.0,NG,NG,NG,6.0,8.0,6.0,NG,NG,NG,7.0,6.0,6.0,NG,7.0,8.0,NG,7.0,NG,NG,6.0,6.0,7.0,8.0,NG,NG,5.0,
1002641,NG,6.0,5.0,6.0,NG,NG,NG,6.0,8.0,6.0,NG,NG,7.0,7.0,NG,6.0,NG,6.0,6.0,NG,6.0,6.0,NG,6.0,5.0,6.0,7.0,NG,NG,5.0,
1002272,8.0,10.0,6.0,6.0,5.0,7.0,7.0,7.0,8.0,7.0,NG,6.0,9.0,7.0,6.0,8.0,NG,7.0,8.0,NG,8.0,8.0,7.0,7.0,7.0,6.0,9.0,6.0,7.0,7.0,
1001117,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001899,NG,8.0,6.0,6.0,NG,NG,NG,6.0,8.0,8.0,NG,NG,NG,8.0,7.0,8.0,NG,7.0,8.0,NG,8.0,NG,NG,6.0,6.0,7.0,8.0,NG,NG,8.0,
1002559,NG,7.0,6.0,6.0,NG,NG,NG,6.0,7.0,6.0,NG,NG,7.0,8.0,NG,6.0,NG,7.0,7.0,NG,7.0,7.0,NG,7.0,5.0,6.0,8.0,NG,NG,6.0,
1002661,NG,6.0,6.0,6.0,NG,NG,NG,6.0,6.0,6.0,NG,NG,8.0,7.0,6.0,7.0,NG,6.0,6.0,NG,7.0,6.0,NG,6.0,6.0,5.0,7.0,6.0,NG,6.0,
1002676,8.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.0,9.0,NG,8.0,8.0,8.0,7.0,9.0,NG,8.0,8.0,NG,9.0,8.0,7.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0,
1002426,NG,6.0,7.0,6.0,NG,NG,NG,6.0,6.0,6.0,NG,NG,6.0,6.0,NG,6.0,NG,6.0,4.0,NG,6.0,6.0,NG,7.0,4.0,6.0,6.0,NG,NG,5.0,
1000417,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1002534,6.0,7.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,6.0,NG,6.0,7.0,7.0,7.0,7.0,NG,7.0,6.0,NG,8.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,
1000290,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,5.0,NG,NG,7.0,NG,NG,NG,NG,5.0,6.0,NG,NG,NG,
1001120,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1001939,NG,9.0,9.0,7.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,NG,8.0,8.0,9.0,NG,7.0,9.0,NG,8.0,NG,NG,9.0,8.0,8.0,8.0,NG,NG,8.0,
1001859,NG,7.0,7.0,7.0,NG,NG,NG,7.0,6.0,8.0,NG,NG,NG,6.0,7.0,6.0,NG,6.0,6.0,NG,6.0,NG,NG,8.0,6.0,6.0,7.0,NG,NG,6.0,
1001989,NG,8.0,7.0,6.0,NG,NG,NG,7.0,8.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,8.0,NG,9.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,7.0,
1001481,NG,9.0,6.0,7.0,NG,NG,NG,6.0,8.0,6.0,NG,NG,NG,6.0,7.0,8.0,NG,7.0,8.0,NG,7.0,NG,NG,7.0,6.0,7.0,8.0,NG,NG,6.0,
1002268,NG,6.0,5.0,7.0,NG,NG,NG,6.0,7.0,6.0,NG,NG,6.0,6.0,NG,5.0,NG,6.0,6.0,NG,5.0,6.0,NG,6.0,4.0,6.0,6.0,NG,NG,4.0,
1002255,NG,6.0,7.0,8.0,NG,NG,NG,7.0,6.0,6.0,NG,NG,6.0,6.0,NG,6.0,NG,5.0,6.0,NG,5.0,7.0,NG,8.0,NG,6.0,7.0,NG,NG,4.0,
1000297,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000222,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,8.0,NG,NG,NG,NG,NG,8.0,NG,NG,NG,
1000581,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,10.0,NG,9.0,NG,9.0,NG,NG,8.0,NG,NG,NG,NG,9.0,10.0,NG,NG,NG,
1002373,7.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,7.0,NG,6.0,9.0,8.0,7.0,6.0,NG,7.0,9.0,NG,7.0,9.0,6.0,8.0,6.0,7.0,8.0,6.0,7.0,6.0,
1001726,NG,10.0,6.0,6.0,NG,NG,NG,7.0,9.0,9.0,NG,NG,NG,8.0,8.0,8.0,NG,9.0,9.0,NG,8.0,NG,NG,7.0,7.0,8.0,9.0,NG,NG,6.0,
1000427,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001874,NG,8.0,7.0,7.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,7.0,8.0,NG,6.0,7.0,NG,7.0,NG,NG,6.0,7.0,7.0,8.0,NG,NG,7.0,
1001791,NG,9.0,8.0,7.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,7.0,9.0,9.0,NG,7.0,8.0,NG,8.0,NG,NG,9.0,8.0,8.0,9.0,NG,NG,7.0,
1002474,NG,6.0,6.0,7.0,NG,NG,NG,6.0,6.0,6.0,NG,NG,6.0,6.0,7.0,6.0,NG,6.0,5.0,NG,6.0,6.0,NG,7.0,6.0,5.0,6.0,4.0,NG,5.0,
1001966,NG,9.0,7.0,7.0,NG,NG,NG,8.0,8.0,7.0,NG,NG,NG,8.0,8.0,8.0,NG,7.0,7.0,NG,8.0,NG,NG,8.0,6.0,7.0,8.0,NG,NG,8.0,
1001157,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,6.0,NG,8.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1000802,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001479,NG,6.0,6.0,6.0,NG,NG,NG,5.0,6.0,6.0,NG,NG,NG,6.0,7.0,6.0,NG,6.0,5.0,NG,6.0,NG,NG,7.0,6.0,6.0,6.0,NG,NG,6.0,
1001071,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1000614,NG,10.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,9.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,9.0,10.0,NG,NG,NG,
1000722,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1001936,NG,9.0,6.0,9.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,7.0,NG,8.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,5.0,
1000885,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002683,7.0,7.0,4.0,6.0,6.0,5.0,NG,6.0,8.0,6.0,NG,5.0,8.0,7.0,6.0,6.0,NG,7.0,7.0,NG,6.0,8.0,5.0,6.0,6.0,7.0,9.0,4.0,7.0,4.0,
1002568,7.0,8.0,7.0,7.0,8.0,6.0,6.0,7.0,9.0,7.0,NG,7.0,8.0,9.0,7.0,7.0,NG,7.0,9.0,NG,8.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,8.0,7.0,
1002790,9.0,10.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,NG,10.0,9.0,8.0,10.0,10.0,NG,8.0,9.0,NG,8.0,10.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,
1002056,NG,8.0,6.0,7.0,NG,NG,NG,6.0,7.0,9.0,NG,NG,NG,6.0,7.0,6.0,NG,6.0,7.0,NG,6.0,NG,NG,8.0,7.0,7.0,6.0,NG,NG,6.0,
1001422,NG,9.0,8.0,8.0,NG,NG,NG,8.0,7.0,9.0,NG,NG,NG,8.0,7.0,9.0,NG,7.0,9.0,NG,9.0,NG,NG,8.0,7.0,7.0,8.0,NG,NG,8.0,
1002508,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,NG,7.0,8.0,7.0,9.0,7.0,NG,6.0,7.0,NG,7.0,8.0,7.0,9.0,6.0,8.0,8.0,7.0,8.0,6.0,
1000034,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,8.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1002234,NG,7.0,6.0,6.0,NG,NG,NG,6.0,7.0,6.0,NG,NG,8.0,7.0,NG,6.0,NG,6.0,6.0,NG,6.0,6.0,NG,6.0,5.0,6.0,6.0,NG,NG,6.0,
1001444,NG,10.0,8.0,8.0,NG,NG,NG,8.0,8.0,9.0,NG,NG,NG,8.0,10.0,7.0,NG,7.0,10.0,NG,7.0,NG,NG,9.0,8.0,8.0,9.0,NG,NG,7.0,
1000275,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000282,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000421,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,9.0,9.0,NG,NG,NG,
1001485,NG,8.0,5.0,6.0,NG,NG,NG,5.0,8.0,6.0,NG,NG,NG,9.0,6.0,6.0,NG,7.0,8.0,NG,6.0,NG,NG,7.0,6.0,6.0,9.0,NG,NG,5.0,
1002624,7.0,8.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,NG,7.0,8.0,8.0,7.0,6.0,NG,7.0,9.0,NG,7.0,8.0,7.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,
1002659,8.0,7.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,7.0,NG,6.0,7.0,7.0,6.0,6.0,NG,6.0,6.0,NG,6.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,
1000120,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,8.0,NG,NG,8.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000841,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,5.0,NG,5.0,NG,6.0,NG,NG,5.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001506,NG,9.0,6.0,8.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,8.0,9.0,NG,7.0,NG,NG,9.0,7.0,9.0,9.0,NG,NG,6.0,
1001847,NG,9.0,7.0,9.0,NG,NG,NG,8.0,8.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,8.0,8.0,NG,8.0,NG,NG,NG,8.0,9.0,9.0,NG,NG,7.0,
1001186,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000806,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,6.0,6.0,NG,NG,NG,
1001871,NG,9.0,6.0,8.0,NG,NG,NG,6.0,9.0,8.0,NG,NG,NG,9.0,7.0,9.0,NG,8.0,9.0,NG,9.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,7.0,
1000901,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,7.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001633,NG,6.0,7.0,6.0,NG,NG,NG,7.0,5.0,7.0,NG,NG,NG,6.0,6.0,6.0,NG,6.0,4.0,NG,6.0,NG,NG,NG,6.0,4.0,6.0,NG,NG,6.0,
1000293,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000644,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1000064,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002507,NG,6.0,5.0,7.0,NG,NG,NG,6.0,6.0,6.0,NG,NG,6.0,6.0,NG,6.0,NG,6.0,6.0,NG,5.0,7.0,NG,7.0,5.0,6.0,7.0,NG,NG,4.0,
1000876,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,9.0,NG,10.0,NG,8.0,NG,NG,10.0,NG,NG,NG,NG,8.0,10.0,NG,NG,NG,
1001189,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,7.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000340,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,8.0,NG,NG,9.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,
1002838,6.0,7.0,6.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0,NG,6.0,7.0,7.0,7.0,7.0,NG,6.0,6.0,NG,6.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,
1001112,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,7.0,NG,NG,7.0,NG,NG,NG,NG,6.0,9.0,NG,NG,NG,
1002409,7.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,9.0,NG,7.0,7.0,8.0,8.0,7.0,NG,7.0,8.0,NG,6.0,8.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,7.0,
1000906,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,5.0,NG,5.0,NG,5.0,NG,NG,4.0,NG,NG,NG,NG,5.0,6.0,NG,NG,NG,
1000042,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,5.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1000670,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,4.0,NG,6.0,NG,NG,5.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1000599,NG,9.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,8.0,7.0,NG,NG,NG,
1001454,NG,9.0,7.0,8.0,NG,NG,NG,8.0,9.0,8.0,NG,NG,NG,9.0,8.0,9.0,NG,9.0,10.0,NG,10.0,NG,NG,9.0,8.0,9.0,10.0,NG,NG,8.0,
1002695,6.0,7.0,6.0,6.0,5.0,5.0,NG,6.0,7.0,6.0,NG,5.0,7.0,7.0,6.0,6.0,NG,6.0,6.0,NG,7.0,8.0,5.0,7.0,6.0,6.0,8.0,5.0,6.0,5.0,
1001984,NG,6.0,6.0,6.0,NG,NG,NG,6.0,5.0,8.0,NG,NG,NG,6.0,6.0,7.0,NG,6.0,6.0,NG,6.0,NG,NG,6.0,6.0,6.0,6.0,NG,NG,5.0,
1001244,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,8.0,NG,NG,NG,
1001908,NG,9.0,8.0,9.0,NG,NG,NG,9.0,8.0,10.0,NG,NG,NG,9.0,8.0,9.0,NG,9.0,9.0,NG,9.0,NG,NG,8.0,9.0,8.0,9.0,NG,NG,9.0,
1002577,8.0,9.0,6.0,7.0,7.0,6.0,8.0,7.0,9.0,8.0,NG,7.0,7.0,8.0,7.0,7.0,NG,7.0,9.0,NG,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,8.0,6.0,
1000472,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,5.0,NG,NG,5.0,NG,NG,NG,NG,7.0,5.0,NG,NG,NG,
1001857,NG,7.0,6.0,7.0,NG,NG,NG,7.0,7.0,7.0,NG,NG,NG,7.0,7.0,7.0,NG,6.0,7.0,NG,7.0,NG,NG,7.0,6.0,6.0,7.0,NG,NG,6.0,
1002140,NG,8.0,8.0,9.0,NG,NG,NG,NG,8.0,9.0,NG,NG,NG,6.0,9.0,8.0,NG,7.0,8.0,NG,6.0,NG,NG,8.0,7.0,8.0,8.0,NG,NG,6.0,
1001682,NG,8.0,6.0,7.0,NG,NG,NG,7.0,7.0,8.0,NG,NG,NG,6.0,7.0,7.0,NG,6.0,7.0,NG,6.0,NG,NG,8.0,7.0,7.0,7.0,NG,NG,6.0,
1001757,NG,6.0,7.0,7.0,NG,NG,NG,7.0,6.0,7.0,NG,NG,NG,6.0,NG,6.0,NG,5.0,5.0,NG,6.0,NG,NG,8.0,NG,6.0,6.0,NG,NG,5.0,
1002690,7.0,8.0,7.0,7.0,6.0,5.0,8.0,7.0,8.0,7.0,NG,5.0,8.0,7.0,7.0,7.0,NG,7.0,6.0,NG,7.0,8.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,
1001703,NG,6.0,6.0,6.0,NG,NG,NG,7.0,5.0,7.0,NG,NG,NG,6.0,7.0,7.0,NG,6.0,6.0,NG,6.0,NG,NG,6.0,6.0,6.0,6.0,NG,NG,6.0,
1002217,8.0,9.0,6.0,8.0,8.0,8.0,8.0,8.0,10.0,7.0,NG,7.0,9.0,9.0,8.0,6.0,NG,8.0,8.0,NG,7.0,9.0,7.0,7.0,6.0,7.0,9.0,6.0,8.0,7.0,
1000660,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,9.0,NG,NG,NG,
1000109,NG,5.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,5.0,NG,7.0,NG,6.0,NG,NG,5.0,NG,NG,NG,NG,5.0,6.0,NG,NG,NG,
1000208,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000363,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,8.0,NG,7.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1000086,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,7.0,6.0,NG,NG,NG,
1000729,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,8.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1001206,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,7.0,NG,7.0,NG,NG,6.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1001096,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,9.0,NG,6.0,NG,NG,9.0,NG,NG,NG,NG,7.0,8.0,NG,NG,NG,
1002581,6.0,8.0,6.0,7.0,6.0,5.0,6.0,7.0,9.0,6.0,NG,4.0,9.0,9.0,6.0,7.0,NG,8.0,8.0,NG,7.0,9.0,5.0,6.0,6.0,6.0,9.0,6.0,8.0,6.0,
1000648,NG,6.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,5.0,7.0,NG,NG,NG,
1002807,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,NG,9.0,8.0,8.0,8.0,9.0,NG,7.0,8.0,NG,8.0,9.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,
1000552,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,6.0,NG,6.0,NG,NG,7.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1002585,9.0,10.0,8.0,8.0,8.0,7.0,7.0,8.0,9.0,10.0,NG,9.0,10.0,8.0,9.0,8.0,NG,6.0,10.0,NG,7.0,10.0,8.0,8.0,8.0,9.0,9.0,6.0,10.0,6.0,
1000523,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,6.0,NG,6.0,NG,5.0,NG,NG,6.0,NG,NG,NG,NG,7.0,7.0,NG,NG,NG,
1000388,NG,7.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,7.0,NG,7.0,NG,6.0,NG,NG,6.0,NG,NG,NG,NG,6.0,7.0,NG,NG,NG,
1002018,NG,8.0,7.0,8.0,NG,NG,NG,7.0,9.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,8.0,NG,7.0,NG,NG,8.0,7.0,7.0,9.0,NG,NG,6.0,
1002710,8.0,9.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,NG,6.0,7.0,7.0,7.0,7.0,NG,7.0,8.0,NG,7.0,8.0,6.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,
1002615,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,NG,7.0,9.0,8.0,8.0,7.0,NG,7.0,7.0,NG,6.0,9.0,8.0,9.0,7.0,8.0,8.0,6.0,9.0,6.0,
1000465,NG,8.0,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,8.0,NG,8.0,NG,7.0,NG,NG,8.0,NG,NG,NG,NG,8.0,8.0,NG,NG,NG,
1001510,NG,6.0,8.0,8.0,NG,NG,NG,7.0,6.0,8.0,NG,NG,NG,8.0,8.0,7.0,NG,7.0,6.0,NG,7.0,NG,NG,9.0,6.0,7.0,7.0,NG,NG,6.0,
